id,hest_version_added,organ,species,st_technology,oncotree_code,disease_state,tissue,preservation_method,dataset_title,subseries,study_link,download_page_link1,download_source_prefix,license,data_publication_date,patient,patient_label,patient_label_status,donor_key_provisional,lab_provisional,lab_basis,pixel_size_um_estimated,pixel_size_um_embedded,px_pct_diff,resolution_uncertain,magnification,spots_under_tissue,nb_genes,inter_spot_dist,spot_diameter,fullres_px_width,fullres_px_height,in_benchmark,benchmark_task,duplicate_of,is_duplicate_of_other_id,nfiles_patches,nfiles_st,nfiles_cellvit_seg,nfiles_metadata,bytes_patches,bytes_st,bytes_cellvit_seg,bytes_metadata,bytes_four_components,bytes_wsis,bytes_transcripts,bytes_other_components,bytes_all_components
MEND140,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V2_1,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.341681063741374,,,True,40x,1935,33538,100.0,55.0,24000,24258,True,PRAD,,False,1,1,2,1,299333608,52360086,40832060,1067,392526821,765155155,0,766375411,1158902232
MEND141,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_6,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.341243444267494,,,True,40x,1794,33538,100.0,55.0,24000,24258,True,PRAD,,False,1,1,2,1,277814616,37485994,25535208,1066,340836884,755177797,0,756439749,1097276633
MEND142,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_5,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.341295194085033,,,True,40x,2997,33538,100.0,55.0,24000,24258,True,PRAD,,False,1,1,2,1,464094768,63978174,79996478,1067,608070487,992332151,0,993820830,1601891317
MEND143,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_4,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.341624049,,,True,40x,3816,33538,100.0,55.0,24000,24258,True,PRAD,,False,1,1,2,1,590619152,63339990,63267495,1065,717227702,1296268749,0,1298008545,2015236247
MEND144,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_3,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.341346131391185,,,True,40x,4074,33538,100.0,55.0,24000,24258,True,PRAD,,False,1,1,2,1,630884232,58645262,58297217,1067,747827778,1262575979,0,1264272124,2012099902
MEND145,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_2,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.341412052454994,,,True,40x,1418,33538,100.0,55.0,24000,24258,True,PRAD,,False,1,1,2,1,218350384,28583818,27518655,1066,274453923,778930993,0,780072030,1054525953
MEND146,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_V1_1,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.341312963122596,,,True,40x,1964,33538,100.0,55.0,24000,24258,True,PRAD,,False,1,1,2,1,303520224,28183490,22886055,1066,354590835,842684305,0,843818052,1198408887
MEND147,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_6,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.34839736147237,,,True,40x,2335,33538,100.0,55.0,24000,23242,True,PRAD,,False,1,1,2,1,359261808,40997182,50324287,1066,450584343,779457607,0,780814689,1231399032
MEND148,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_5,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.348692043561871,,,True,40x,1633,33538,100.0,55.0,24000,23242,True,PRAD,,False,1,1,2,1,251490384,18895862,28169137,1066,298556449,688680371,0,689957563,988514012
MEND149,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_4,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.348611756518379,,,True,40x,1851,33538,100.0,55.0,24000,23242,True,PRAD,,False,1,1,2,1,286640912,38828622,40231604,1066,365702204,735289941,0,736565693,1102267897
MEND15,v1_0_0,Prostate,Homo sapiens,Spatial Transcriptomics,,Cancer,prostate,Fresh Frozen,"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",Patient2_Biopsy1_rep2_Chip3_C1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,MEND,CC BY 4.0,20-Jul-22,,,missing,,KTH Royal Institute of Technology,pmcid-in-link last-author affiliation (pmid=36115838),0.286531775062656,,,True,40x,202,21949,200.0,100.0,32768,28672,False,,,False,1,1,2,1,31296952,40168405,15875727,1115,87342199,667937681,0,668983943,756326142
MEND150,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_2,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.348377564055336,,,True,40x,1751,33538,100.0,55.0,24000,23242,True,PRAD,,False,1,1,2,1,270998848,54975838,45541587,1066,371517339,704417229,0,705690342,1077207681
MEND151,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H3_1,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.348641588830395,,,True,40x,2600,33538,100.0,55.0,24000,23242,True,PRAD,,False,1,1,2,1,402310696,50516666,55909512,1066,508737940,856374125,0,857943263,1366681203
MEND152,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H2_2,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.349247249586031,,,True,40x,3082,33538,100.0,55.0,24000,23242,True,PRAD,,False,1,1,2,1,476942120,52689014,70196108,1066,599828308,920818337,0,922358586,1522186894
MEND153,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_2_H2_1,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 2,patient 2,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 2,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.34858744835691,,,True,40x,1820,33538,100.0,55.0,24000,21221,True,PRAD,,False,1,1,2,1,274246624,45285130,43857273,1066,363390093,693782095,0,695062563,1058452656
MEND154,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_V1_2,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.572965393855206,,,True,20x,2736,33538,100.0,55.0,15821,15821,True,PRAD,,False,1,1,2,1,423211064,70159514,63227311,1066,556598955,385907511,0,387396551,943995506
MEND156,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H2_5,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.572965393855206,,,True,20x,3554,33538,100.0,55.0,15821,15821,True,PRAD,,False,1,1,2,1,549264608,86458998,116818205,1066,752542877,503484267,0,505319433,1257862310
MEND157,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H2_2,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.572964930138462,,,True,20x,3190,33538,100.0,55.0,15821,15667,True,PRAD,,False,1,1,2,1,493976088,68463638,64368055,1066,626808847,386861945,0,388422319,1015231166
MEND158,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H2_1,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.573695286076677,,,True,20x,3092,33538,100.0,55.0,15821,15821,True,PRAD,,False,1,1,2,1,478808896,47633806,64470801,1067,590914570,452911863,0,454475579,1045390149
MEND159,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H1_5,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.687564540633224,,,True,20x,3856,33538,100.0,55.0,13184,13184,True,PRAD,,False,1,1,2,1,597125608,37201718,119112704,1066,753441096,366915237,0,368569191,1122010287
MEND16,v1_0_0,Prostate,Homo sapiens,Spatial Transcriptomics,,Cancer,prostate,Fresh Frozen,"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",Patient2_Biopsy1_rep1_Chip2_C1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,MEND,CC BY 4.0,20-Jul-22,,,missing,,KTH Royal Institute of Technology,pmcid-in-link last-author affiliation (pmid=36115838),0.271186191383104,,,True,40x,193,19537,200.0,100.0,32768,28672,False,,,False,1,1,2,1,29750392,34640625,12888910,1115,77281042,711790181,0,712834457,790115499
MEND160,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H1_4,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.572964930138462,,,True,20x,4079,33538,100.0,55.0,15821,15821,True,PRAD,,False,1,1,2,1,630884232,46514046,98181663,1067,775581008,534445307,0,536244255,1311825263
MEND161,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H1_2,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.687566779380839,,,True,20x,2775,33538,100.0,55.0,13184,13184,True,PRAD,,False,1,1,2,1,427861648,65586270,57682495,1066,551131479,285522731,0,287038552,838170031
MEND162,v1_0_0,Prostate,Homo sapiens,Visium,,Cancer,Prostate,Fresh Frozen,Spatially resolved clonal copy number alterations in benign and malignant tissueJus,patient_1_H1_1,https://www.nature.com/articles/s41586-022-05023-2,https://data.mendeley.com/datasets/svw96g68dv/5,MEND,CC BY NC 3.0,25-Mar-24,patient 1,patient 1,labelled,Spatially resolved clonal copy number alterations in benign and malignant tissueJus | patient 1,KTH Royal Institute of Technology,doi-pubmed last-author affiliation (pmid=35948708),0.171728445418549,,,True,40x,2609,33538,100.0,55.0,48640,47104,True,PRAD,,False,1,1,2,1,388524504,26314422,27357892,1065,442197883,3046325403,0,3047946614,3490144497
MEND17,v1_0_0,Prostate,Homo sapiens,Spatial Transcriptomics,,Cancer,prostate,Fresh Frozen,"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",Patient1_Biopsy4_rep2_chip2_e2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,MEND,CC BY 4.0,20-Jul-22,,,missing,,KTH Royal Institute of Technology,pmcid-in-link last-author affiliation (pmid=36115838),0.275023495817839,,,True,40x,261,24393,200.0,100.0,32768,28672,False,,,False,1,1,2,1,40277904,55868689,18468891,1099,114616583,675260615,0,676288829,790905412
MEND18,v1_0_0,Prostate,Homo sapiens,Spatial Transcriptomics,,Cancer,prostate,Fresh Frozen,"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",Patient1_Biopsy4_rep1_chip1_e2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,MEND,CC BY 4.0,20-Jul-22,,,missing,,KTH Royal Institute of Technology,pmcid-in-link last-author affiliation (pmid=36115838),0.275276233586352,,,True,40x,209,24273,200.0,100.0,32768,29184,False,,,False,1,1,2,1,32379544,45548657,15444267,1099,93373567,672068829,0,673028917,766402484
MEND19,v1_0_0,Prostate,Homo sapiens,Spatial Transcriptomics,,Cancer,prostate,Fresh Frozen,"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",Patient1_Biopsy3_rep2_chip2_c2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,MEND,CC BY 4.0,20-Jul-22,,,missing,,KTH Royal Institute of Technology,pmcid-in-link last-author affiliation (pmid=36115838),0.274814395896942,,,True,40x,155,24643,200.0,100.0,32768,29184,False,,,False,1,1,2,1,24017216,35551811,12549666,1097,72119790,533654455,0,534537592,606657382
MEND2,v1_0_0,Prostate,Homo sapiens,Spatial Transcriptomics,,Cancer,prostate,Fresh Frozen,"Prostate needle biopsies pre- and post-ADT: Count matrices, histological-, and Androgen receptor immunohistochemistry images",Patient3_Biopsy4_rep1_Chip2_D1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9482614/,https://data.mendeley.com/datasets/mdt8n2xgf4/1,MEND,CC BY 4.0,20-Jul-22,,,missing,,KTH Royal Institute of Technology,pmcid-in-link last-author affiliation (pmid=36115838),0.277858154675335,,,True,40x,201,23408,200.0,100.0,32768,29184,False,,,False,1,1,2,1,30832984,42547144,5281016,1150,78662294,443650475,0,444623088,523285382
